-0.034123324	0.09748937	0.022456348	-0.10476122	-0.044318568	0.030710794	-0.09741911	-0.08660138	-0.007572199	0.014209532	0.020563336	-0.07826654	0.0051043825	0.0016623922	0.057561062	0.06805803
-0.038256157	-0.1111708	0.015829377	-0.030239768	-0.007002465	0.010262307	-0.011935976	0.043316845	-0.0990744	0.008608759	-0.07619357	0.0071012364	-0.013702369	0.0018642495	-0.060803626	-0.018905137
-0.01358836	-0.009896835	-0.09088148	-0.1353308	-0.09706876	-0.13700046	-0.041198533	-0.19640288	0.16727674	-0.08058392	-0.08562415	-0.002407363	0.01600519	0.009820927	0.19143377	0.24539697
-0.08746368	0.1568122	0.026209632	0.07079909	0.018647691	-0.034725513	-0.0062390347	0.04698768	-0.0029665579	0.03668834	0.0036705267	0.0027320401	-0.02411789	0.0236731	0.0793732	0.018714882
-0.06721188	-0.05557094	0.07931525	0.06027615	0.102951005	-0.037944894	0.035557274	-0.05800617	0.06737349	-0.013430493	0.014744117	-0.06530968	0.0019332985	-0.05470925	-0.028963786	-0.061291464
0.11972087	-0.05504748	0.016534226	0.03777526	0.010078409	-0.07315743	0.02530446	-0.024702225	0.12508646	0.012709343	-0.09117407	0.07411037	-0.14124154	-0.020208538	0.13555947	0.06378787
-0.009233743	-0.028480712	0.025997402	0.021255719	0.010303726	0.00043645484	0.080046944	-0.023964241	-0.05409021	-0.10717268	0.022646265	0.052775294	0.06554812	0.10819218	-0.11828503	0.0812855
0.095122874	-0.035156414	0.12082482	0.033327922	-0.020874307	-0.003127945	-0.0044266735	0.06592447	-0.056777332	0.023957191	0.08765708	-0.0236107	-0.0545849	0.10069395	0.0016550442	0.03257171
0.022680156	0.092792906	-0.0011594607	0.011948485	-0.044555213	-0.028336963	-0.092715144	-0.045663554	-0.0080693085	0.05936113	-0.062164005	0.02146066	0.0932906	0.008481035	0.12815697	0.018359305
0.008453246	-0.032411337	-0.11190099	-0.057665147	0.06881917	0.0923053	-0.018893955	-0.043581955	0.06446748	0.042913724	-0.05354873	-0.0014016079	-0.03190511	-0.031524897	-0.026442876	-0.026507672
-0.023193538	0.07738008	-0.1517669	-0.085993715	0.03699572	-0.032938663	0.040703118	0.06193405	-0.043464545	0.01527484	-0.11370482	0.020350117	-0.025779419	-0.1543154	0.016869923	-0.07831824
-0.072601624	0.020768205	0.058658995	0.00825407	0.08575204	-0.10365394	0.121278256	0.047725424	-0.036400877	-0.06636635	-0.08156229	0.09878708	0.13233814	0.020729922	-0.05385454	0.008230189
0.023814637	-0.18232381	0.016813008	0.060870524	-0.10328	0.11099035	-0.07082794	0.06219937	0.04140702	-0.033911154	0.050626274	0.035433564	-0.10130572	-0.05456418	-0.10582535	-0.06180632
0.3686754	0.15028931	0.033344246	0.006559465	0.29500282	0.24908338	-0.21153729	0.037709452	-0.28925267	0.38977274	-0.250347	-0.32987496	-0.2934441	-0.21763955	0.1860078	-0.4156531
-0.026039274	0.05436335	0.015613882	0.098541126	0.08153758	-0.101788625	0.10943125	0.02087503	0.013226032	-0.049528047	0.041366495	0.04849114	0.05078892	0.08650978	-0.027728952	0.048156515
0.079856396	0.005346058	-0.03936809	0.035336964	-0.033173338	0.03554741	-0.097172685	0.06561502	0.02091723	0.044936158	0.0054830876	-0.054150403	-0.080502495	-0.09303988	-0.038863048	-0.0120096505
-0.048212986	-0.118881054	0.05604274	0.04052399	-0.033780735	-0.077609316	0.11874956	0.02180308	-0.008446905	-0.14157538	-0.08053839	0.12276222	-0.028426327	0.059943125	-0.10221179	0.038521748
-0.0876974	-0.04376258	-0.12465366	-0.12794606	-0.049983483	0.012763522	0.00463549	-0.13317084	0.05881812	-0.13994884	0.17197846	0.031184377	0.07366424	-0.031841483	-0.1245663	0.059660636
-0.4316504	0.1930966	-0.08606584	-0.00022588944	-0.34186482	-0.4937029	0.29689154	0.07742166	0.3561684	-0.4718238	0.283546	0.5288021	0.34826228	0.457237	-0.11775331	0.54517925
-0.3002328	-0.05217797	-0.022899771	-0.02983694	-0.21432072	-0.24623144	0.14588526	0.09683739	0.22345264	-0.37686214	0.3025628	0.3335723	0.07625482	0.16921486	-0.2297195	0.27360806
0.0570027	-0.022479242	-0.049348313	-0.027053207	-0.02214223	-0.038397294	0.025494026	-0.035610076	0.009912167	0.0008600648	-0.017615462	0.056936592	-0.027535304	0.04502905	0.121802166	0.06707499
0.11854431	-0.03051857	0.02401462	-0.037132584	0.01726973	0.043961823	-0.11512812	-0.08256369	-0.07617723	-0.010383934	-0.05755002	-0.08118752	0.045970675	-0.06046764	-0.10952939	-0.10340323
-0.03478441	0.050800417	-0.06279366	-0.029953258	0.04439432	-0.04129172	0.0021521265	-0.06634296	-0.035547353	-0.061129276	-0.06351084	0.069951475	0.06014979	0.05730756	-0.02345463	0.004079569
-0.070067555	0.1398502	-0.10378942	0.029326027	0.004538754	-0.1986386	0.08517698	0.02609906	0.13008712	-0.03726951	0.015251731	0.14859147	0.025909372	0.05144216	0.016629262	0.124057956
-0.115732625	0.08042068	0.028185107	0.109741755	-0.044651	0.016665325	0.053806815	-0.036060404	-0.02893834	-0.04362201	0.024411835	0.06530292	0.10441127	0.07987341	0.017937057	0.030203324
0.0105961	0.032496788	-0.057158116	-0.07299415	-0.0858972	-0.081961796	0.013807521	-0.024410412	0.034506418	-0.08663786	0.10488212	-0.04571577	0.068866916	0.02950177	-0.04672107	0.023697466
-0.09669905	-0.13356987	0.012854637	0.028546633	-0.07421434	-0.022890702	0.07177455	-0.045547552	0.061780833	-0.075863756	0.08896395	0.02058237	0.0491067	-0.08001721	-0.14637926	-0.01609021
-0.08831841	-0.13717975	-0.0054947175	-0.014001887	-0.007482016	0.007892173	0.10069497	-0.0042883595	0.107440114	-0.10646096	0.15271762	0.101240866	0.012469769	0.05950823	-0.17324974	0.049591627
-0.0929609	-0.08034882	0.14223652	0.16138706	-0.04628404	0.022356069	-0.01959037	0.13385873	0.016222496	-0.07323353	-0.015317301	0.0645718	0.09343808	0.1625298	-0.09892352	0.074882075
-0.06420252	0.15751112	0.07281598	0.05070934	-0.0066096256	-0.09509877	-0.08632264	0.099630475	-0.06379839	0.05608595	0.013018011	0.0068742265	-0.033915352	-0.025638608	0.053771358	-0.014170928
0.053056706	-0.012185325	0.1206445	0.006602824	0.030963907	-0.0966368	0.001954205	-0.008849905	-0.047091022	-0.036850482	-0.008440132	0.07071562	-0.02113794	0.20125948	0.0050157243	-0.048100084
0.10009095	0.037555166	0.004362244	-0.032153193	0.0833034	0.096870184	-0.08497329	-0.022305286	-0.10076162	0.08553276	-0.0048568845	-0.07208377	0.0023190207	-0.114806	0.025783867	-0.030618163
-0.07172322	0.06568152	-0.017959237	-0.03616068	-0.0045973575	-0.054298583	0.12679799	-0.006656372	0.053541645	-0.035816427	-0.021235928	0.10875691	0.09882407	0.17174536	-0.05791544	0.11653214
-0.11006709	-0.013222226	-0.046160642	-0.052588522	-0.084279686	-0.0102476925	0.07873255	0.057430305	0.03422033	-0.09815176	0.101605766	0.09183271	0.097452275	0.09236957	-0.058295354	0.039774466
-0.026534278	0.0074969786	-0.07817037	-0.08150759	-0.07104092	0.02584608	0.09771637	-0.090184525	0.02568509	-0.107785076	0.07936692	0.038340766	0.04287964	0.029858548	-0.069916226	0.03597674
-0.052083425	0.09742493	-0.030631399	-0.10317213	0.09920958	-0.066035114	0.009406011	-0.03780528	-0.07617005	-0.009170495	-0.0532807	-0.032978553	0.028103711	0.055974614	0.060360733	-0.0442311
-0.05264048	-0.11704802	-0.048175175	-0.037714824	-0.100841224	-0.066508	0.022032043	-0.098010905	0.062098593	-0.038665317	0.02814417	0.070362404	0.03885305	0.008884241	-0.020373132	0.055975337
0.013540041	-0.07089173	-0.0631485	-0.024595363	-0.04126499	0.07568031	-0.035768513	0.01935798	-0.015033731	0.0016932301	0.024235656	0.002230026	-0.045727342	-0.054412093	-0.008630981	-0.025895108
